Date,Month,Hour,DayType,Season,BusinessHours,Outdoor_Temp_F,Zone_Temp_F,Cooling_kWh
2023-01-06 07:00,1,7,Weekday,Winter,No,33.16,67.86,3.23
2023-01-06 08:00,1,8,Weekday,Winter,Yes,37.44,67.75,5.97
2023-01-06 09:00,1,9,Weekday,Winter,Yes,44.02,68.37,4.34
2023-01-06 10:00,1,10,Weekday,Winter,Yes,50.51,68.83,23.2
2023-01-06 11:00,1,11,Weekday,Winter,Yes,55.37,70.0,42.4
2023-01-06 12:00,1,12,Weekday,Winter,Yes,59.96,69.6,43.65
2023-01-06 13:00,1,13,Weekday,Winter,Yes,63.74,70.91,31.38
2023-01-06 14:00,1,14,Weekday,Winter,Yes,65.57,71.6,38.21
2023-01-06 15:00,1,15,Weekday,Winter,Yes,66.54,70.36,45.03
2023-01-06 16:00,1,16,Weekday,Winter,Yes,64.61,70.92,40.52
2023-01-06 17:00,1,17,Weekday,Winter,Yes,60.65,70.35,31.6
2023-01-06 18:00,1,18,Weekday,Winter,No,56.06,71.44,36.0
2023-01-06 19:00,1,19,Weekday,Winter,No,52.8,69.68,28.83
2023-01-06 20:00,1,20,Weekday,Winter,No,47.89,70.26,36.28
2023-01-06 21:00,1,21,Weekday,Winter,No,44.96,69.72,18.73
2023-01-06 22:00,1,22,Weekday,Winter,No,43.8,69.8,2.12
2023-01-06 23:00,1,23,Weekday,Winter,No,40.67,69.04,5.94
2023-01-07 00:00,1,0,Weekend,Winter,No,40.8,69.75,3.61
2023-01-07 01:00,1,1,Weekend,Winter,No,40.3,67.62,0.0
2023-01-07 02:00,1,2,Weekend,Winter,No,39.54,68.57,1.84
2023-01-07 03:00,1,3,Weekend,Winter,No,39.4,68.48,6.65
2023-01-07 04:00,1,4,Weekend,Winter,No,37.86,69.46,0.0
2023-01-07 05:00,1,5,Weekend,Winter,No,38.2,67.73,6.82
2023-01-07 06:00,1,6,Weekend,Winter,No,39.54,68.81,5.67
2023-01-07 07:00,1,7,Weekend,Winter,No,38.76,68.37,4.53
2023-01-07 08:00,1,8,Weekend,Winter,No,42.04,69.28,15.95
2023-01-07 09:00,1,9,Weekend,Winter,No,48.53,68.91,8.2
2023-01-07 10:00,1,10,Weekend,Winter,No,55.07,71.12,28.94
2023-01-07 11:00,1,11,Weekend,Winter,No,61.49,71.87,40.97
2023-01-07 12:00,1,12,Weekend,Winter,No,66.35,72.29,41.15
2023-01-07 13:00,1,13,Weekend,Winter,No,69.78,72.59,47.83
2023-01-07 14:00,1,14,Weekend,Winter,No,71.06,72.49,42.17
2023-01-07 15:00,1,15,Weekend,Winter,No,71.58,72.92,48.67
2023-01-07 16:00,1,16,Weekend,Winter,No,70.81,72.65,54.47
2023-01-07 17:00,1,17,Weekend,Winter,No,67.04,72.32,37.9
2023-01-07 18:00,1,18,Weekend,Winter,No,62.63,72.34,35.25
2023-01-07 19:00,1,19,Weekend,Winter,No,56.88,71.19,38.31
2023-01-07 20:00,1,20,Weekend,Winter,No,52.8,70.95,32.15
2023-01-07 21:00,1,21,Weekend,Winter,No,50.82,70.75,11.14
2023-01-07 22:00,1,22,Weekend,Winter,No,49.37,69.77,10.52
2023-01-07 23:00,1,23,Weekend,Winter,No,46.08,70.61,8.61
2023-01-08 00:00,1,0,Weekend,Winter,No,44.06,68.58,11.14
2023-01-08 01:00,1,1,Weekend,Winter,No,45.74,69.33,11.15
2023-01-08 02:00,1,2,Weekend,Winter,No,44.63,69.52,2.01
2023-01-08 03:00,1,3,Weekend,Winter,No,42.46,68.83,4.27
2023-01-08 04:00,1,4,Weekend,Winter,No,40.82,68.75,0.98
2023-01-08 05:00,1,5,Weekend,Winter,No,42.86,68.99,5.64
2023-01-08 06:00,1,6,Weekend,Winter,No,44.96,69.49,5.15
2023-01-08 07:00,1,7,Weekend,Winter,No,44.44,69.57,15.54
2023-01-08 08:00,1,8,Weekend,Winter,No,48.68,70.17,17.54
2023-01-08 09:00,1,9,Weekend,Winter,No,56.7,71.0,32.35
2023-01-08 10:00,1,10,Weekend,Winter,No,67.01,71.98,46.69
2023-01-08 11:00,1,11,Weekend,Winter,No,73.74,72.48,55.89
2023-01-08 12:00,1,12,Weekend,Winter,No,76.18,73.67,41.61
2023-01-08 13:00,1,13,Weekend,Winter,No,78.16,74.13,52.28
2023-01-08 14:00,1,14,Weekend,Winter,No,80.13,74.23,47.05
2023-01-08 15:00,1,15,Weekend,Winter,No,80.96,74.47,68.11
2023-01-08 16:00,1,16,Weekend,Winter,No,80.44,73.99,59.88
2023-01-08 17:00,1,17,Weekend,Winter,No,75.33,73.29,55.32
2023-01-08 18:00,1,18,Weekend,Winter,No,69.65,72.41,38.0
2023-01-08 19:00,1,19,Weekend,Winter,No,63.91,72.27,31.62
2023-01-08 20:00,1,20,Weekend,Winter,No,58.04,70.68,34.45
2023-01-08 21:00,1,21,Weekend,Winter,No,54.26,70.82,18.16
2023-01-08 22:00,1,22,Weekend,Winter,No,51.9,70.73,0.23
2023-01-08 23:00,1,23,Weekend,Winter,No,51.08,70.73,13.09
2023-01-09 00:00,1,0,Weekday,Winter,No,51.08,70.93,10.7
2023-01-09 01:00,1,1,Weekday,Winter,No,50.45,70.61,7.15
2023-01-09 02:00,1,2,Weekday,Winter,No,50.63,69.93,18.94
2023-01-09 03:00,1,3,Weekday,Winter,No,50.45,70.98,12.93
2023-01-09 04:00,1,4,Weekday,Winter,No,49.37,69.75,8.4
2023-01-09 05:00,1,5,Weekday,Winter,No,47.76,69.35,13.34
2023-01-09 06:00,1,6,Weekday,Winter,No,48.1,69.82,12.64
2023-01-09 07:00,1,7,Weekday,Winter,No,48.4,69.84,12.09
2023-01-09 08:00,1,8,Weekday,Winter,Yes,51.48,69.03,14.04
2023-01-09 09:00,1,9,Weekday,Winter,Yes,59.21,70.2,25.02
2023-01-09 10:00,1,10,Weekday,Winter,Yes,65.9,71.48,32.53
2023-01-09 11:00,1,11,Weekday,Winter,Yes,70.31,72.3,51.76
2023-01-09 12:00,1,12,Weekday,Winter,Yes,73.12,73.56,47.47
2023-01-09 13:00,1,13,Weekday,Winter,Yes,74.57,73.2,46.55
2023-01-09 14:00,1,14,Weekday,Winter,Yes,75.02,71.93,53.1
2023-01-09 15:00,1,15,Weekday,Winter,Yes,74.39,71.18,46.53
2023-01-09 16:00,1,16,Weekday,Winter,Yes,73.42,72.28,52.56
2023-01-09 17:00,1,17,Weekday,Winter,Yes,70.1,72.95,45.26
2023-01-09 18:00,1,18,Weekday,Winter,No,66.84,72.17,48.34
2023-01-09 19:00,1,19,Weekday,Winter,No,64.24,71.68,32.91
2023-01-09 20:00,1,20,Weekday,Winter,No,62.96,72.81,32.73
2023-01-09 21:00,1,21,Weekday,Winter,No,60.02,71.73,21.33
2023-01-09 22:00,1,22,Weekday,Winter,No,59.7,71.06,20.12
2023-01-09 23:00,1,23,Weekday,Winter,No,59.82,70.81,24.96
2023-01-10 00:00,1,0,Weekday,Winter,No,57.22,71.34,21.79
2023-01-10 01:00,1,1,Weekday,Winter,No,55.42,70.45,23.2
2023-01-10 02:00,1,2,Weekday,Winter,No,55.04,71.15,17.29
2023-01-10 03:00,1,3,Weekday,Winter,No,53.88,70.38,11.82
2023-01-10 04:00,1,4,Weekday,Winter,No,51.9,71.05,17.52
2023-01-10 05:00,1,5,Weekday,Winter,No,50.45,69.55,22.51
2023-01-10 06:00,1,6,Weekday,Winter,No,49.37,70.64,9.95
2023-01-10 07:00,1,7,Weekday,Winter,No,48.4,69.16,18.41
2023-01-10 08:00,1,8,Weekday,Winter,Yes,50.96,69.07,16.92
2023-01-10 09:00,1,9,Weekday,Winter,Yes,55.9,69.65,18.37
2023-01-10 10:00,1,10,Weekday,Winter,Yes,60.34,69.96,46.86
2023-01-10 11:00,1,11,Weekday,Winter,Yes,63.22,69.89,44.08
2023-01-10 12:00,1,12,Weekday,Winter,Yes,64.56,71.34,40.44
2023-01-10 13:00,1,13,Weekday,Winter,Yes,65.57,71.24,51.72
2023-01-10 14:00,1,14,Weekday,Winter,Yes,67.18,70.88,32.81
2023-01-10 15:00,1,15,Weekday,Winter,Yes,68.0,72.0,41.15
2023-01-10 16:00,1,16,Weekday,Winter,Yes,67.37,70.9,44.08
2023-01-10 17:00,1,17,Weekday,Winter,Yes,64.08,70.94,37.87
2023-01-10 18:00,1,18,Weekday,Winter,No,62.06,71.85,30.66
2023-01-10 19:00,1,19,Weekday,Winter,No,60.9,71.79,38.69
2023-01-10 20:00,1,20,Weekday,Winter,No,57.66,71.24,30.54
2023-01-10 21:00,1,21,Weekday,Winter,No,55.42,70.65,25.24
2023-01-10 22:00,1,22,Weekday,Winter,No,53.88,70.91,10.53
2023-01-10 23:00,1,23,Weekday,Winter,No,53.06,71.12,16.05
2023-01-11 00:00,1,0,Weekday,Winter,No,49.49,70.54,9.76
2023-01-11 01:00,1,1,Weekday,Winter,No,46.42,68.96,17.11
2023-01-11 02:00,1,2,Weekday,Winter,No,46.04,69.38,12.4
2023-01-11 03:00,1,3,Weekday,Winter,No,46.04,70.11,14.63
2023-01-11 04:00,1,4,Weekday,Winter,No,47.72,69.09,6.5
2023-01-11 05:00,1,5,Weekday,Winter,No,46.61,69.01,12.8
2023-01-11 06:00,1,6,Weekday,Winter,No,44.96,68.46,4.57
2023-01-11 07:00,1,7,Weekday,Winter,No,47.9,69.31,10.39
2023-01-11 08:00,1,8,Weekday,Winter,Yes,51.78,70.07,22.83
2023-01-11 09:00,1,9,Weekday,Winter,Yes,56.52,70.23,7.01
2023-01-11 10:00,1,10,Weekday,Winter,Yes,60.78,71.15,44.34
2023-01-11 11:00,1,11,Weekday,Winter,Yes,63.22,70.9,46.6
2023-01-11 12:00,1,12,Weekday,Winter,Yes,65.19,71.53,32.72
2023-01-11 13:00,1,13,Weekday,Winter,Yes,66.54,70.98,44.29
2023-01-11 14:00,1,14,Weekday,Winter,Yes,66.92,71.65,40.96
2023-01-11 15:00,1,15,Weekday,Winter,Yes,66.92,71.54,36.66
2023-01-11 16:00,1,16,Weekday,Winter,Yes,65.76,71.61,44.03
2023-01-11 17:00,1,17,Weekday,Winter,Yes,63.78,70.74,45.63
2023-01-11 18:00,1,18,Weekday,Winter,No,60.02,71.7,38.24
2023-01-11 19:00,1,19,Weekday,Winter,No,56.76,71.63,31.5
2023-01-11 20:00,1,20,Weekday,Winter,No,53.63,70.57,35.21
2023-01-11 21:00,1,21,Weekday,Winter,No,51.98,70.26,21.38
2023-01-11 22:00,1,22,Weekday,Winter,No,50.2,69.93,12.94
2023-01-11 23:00,1,23,Weekday,Winter,No,47.76,70.31,12.0
2023-01-12 00:00,1,0,Weekday,Winter,No,46.42,69.41,12.29
2023-01-12 01:00,1,1,Weekday,Winter,No,46.56,69.8,15.61
2023-01-12 02:00,1,2,Weekday,Winter,No,45.78,68.97,3.07
2023-01-12 03:00,1,3,Weekday,Winter,No,43.28,69.6,2.19
2023-01-12 04:00,1,4,Weekday,Winter,No,43.76,69.12,1.86
2023-01-12 05:00,1,5,Weekday,Winter,No,42.65,69.15,8.92
2023-01-12 06:00,1,6,Weekday,Winter,No,38.69,68.51,0.0
2023-01-12 07:00,1,7,Weekday,Winter,No,38.72,67.19,8.28
2023-01-12 08:00,1,8,Weekday,Winter,Yes,44.64,68.14,13.29
2023-01-12 09:00,1,9,Weekday,Winter,Yes,52.64,69.13,13.83
2023-01-12 10:00,1,10,Weekday,Winter,Yes,60.67,70.89,38.45
2023-01-12 11:00,1,11,Weekday,Winter,Yes,66.35,71.14,45.86
2023-01-12 12:00,1,12,Weekday,Winter,Yes,69.78,71.36,44.85
2023-01-12 13:00,1,13,Weekday,Winter,Yes,71.58,72.75,48.8
2023-01-12 14:00,1,14,Weekday,Winter,Yes,71.96,72.94,35.9
2023-01-12 15:00,1,15,Weekday,Winter,Yes,72.59,71.35,51.05
2023-01-12 16:00,1,16,Weekday,Winter,Yes,73.04,72.81,32.39
2023-01-12 17:00,1,17,Weekday,Winter,Yes,69.47,70.96,42.63
2023-01-12 18:00,1,18,Weekday,Winter,No,65.24,71.65,46.19
2023-01-12 19:00,1,19,Weekday,Winter,No,58.79,71.75,28.4
2023-01-12 20:00,1,20,Weekday,Winter,No,54.41,70.03,31.33
2023-01-12 21:00,1,21,Weekday,Winter,No,53.43,70.48,8.39
2023-01-12 22:00,1,22,Weekday,Winter,No,50.64,70.92,17.78
2023-01-12 23:00,1,23,Weekday,Winter,No,47.76,69.47,12.62
2023-01-13 00:00,1,0,Weekday,Winter,No,45.78,69.72,16.04
2023-01-13 01:00,1,1,Weekday,Winter,No,44.96,68.86,12.35
2023-01-13 02:00,1,2,Weekday,Winter,No,44.96,70.1,10.54
2023-01-13 03:00,1,3,Weekday,Winter,No,44.44,69.44,10.63
2023-01-13 04:00,1,4,Weekday,Winter,No,42.9,69.05,0.0
2023-01-13 05:00,1,5,Weekday,Winter,No,42.08,68.28,16.53
2023-01-13 06:00,1,6,Weekday,Winter,No,40.82,68.51,3.93
2023-01-13 07:00,1,7,Weekday,Winter,No,39.92,68.39,8.86
2023-01-13 08:00,1,8,Weekday,Winter,Yes,44.02,67.48,2.57
2023-01-13 09:00,1,9,Weekday,Winter,Yes,50.51,68.3,13.94
2023-01-13 10:00,1,10,Weekday,Winter,Yes,56.52,69.84,30.32
2023-01-13 11:00,1,11,Weekday,Winter,Yes,61.94,70.3,41.76
2023-01-13 12:00,1,12,Weekday,Winter,Yes,66.35,70.51,37.41
2023-01-13 13:00,1,13,Weekday,Winter,Yes,69.16,71.8,45.17
2023-01-13 14:00,1,14,Weekday,Winter,Yes,71.14,71.93,43.01
2023-01-13 15:00,1,15,Weekday,Winter,Yes,71.44,71.91,42.79
2023-01-13 16:00,1,16,Weekday,Winter,Yes,69.9,70.81,44.74
2023-01-13 17:00,1,17,Weekday,Winter,Yes,66.14,70.98,39.94
2023-01-13 18:00,1,18,Weekday,Winter,No,61.1,71.2,41.24
2023-01-13 19:00,1,19,Weekday,Winter,No,57.85,71.24,39.07
2023-01-13 20:00,1,20,Weekday,Winter,No,52.92,69.98,31.63
2023-01-13 21:00,1,21,Weekday,Winter,No,48.22,70.71,6.37
2023-01-13 22:00,1,22,Weekday,Winter,No,45.78,68.97,11.5
2023-01-13 23:00,1,23,Weekday,Winter,No,43.28,69.19,9.84
2023-01-14 00:00,1,0,Weekend,Winter,No,42.08,69.52,8.96
2023-01-14 01:00,1,1,Weekend,Winter,No,40.82,69.92,11.02
2023-01-14 02:00,1,2,Weekend,Winter,No,40.55,68.99,8.79
2023-01-14 03:00,1,3,Weekend,Winter,No,41.0,68.31,5.41
2023-01-14 04:00,1,4,Weekend,Winter,No,41.0,69.04,14.61
2023-01-14 05:00,1,5,Weekend,Winter,No,41.0,67.62,1.41
2023-01-14 06:00,1,6,Weekend,Winter,No,41.0,68.39,2.65
2023-01-14 07:00,1,7,Weekend,Winter,No,41.63,68.35,13.83
2023-01-14 08:00,1,8,Weekend,Winter,No,44.92,69.38,5.84
2023-01-14 09:00,1,9,Weekend,Winter,No,51.66,69.76,8.07
2023-01-14 10:00,1,10,Weekend,Winter,No,59.14,72.25,39.65
2023-01-14 11:00,1,11,Weekend,Winter,No,64.9,72.32,44.09
2023-01-14 12:00,1,12,Weekend,Winter,No,69.34,72.59,41.42
2023-01-14 13:00,1,13,Weekend,Winter,No,73.37,73.54,49.72
2023-01-14 14:00,1,14,Weekend,Winter,No,75.02,73.8,50.44
2023-01-14 15:00,1,15,Weekend,Winter,No,75.02,74.24,52.57
2023-01-14 16:00,1,16,Weekend,Winter,No,74.39,72.79,48.27
2023-01-14 17:00,1,17,Weekend,Winter,No,71.1,72.58,48.4
2023-01-14 18:00,1,18,Weekend,Winter,No,66.14,73.25,44.24
2023-01-14 19:00,1,19,Weekend,Winter,No,60.47,71.38,36.8
2023-01-14 20:00,1,20,Weekend,Winter,No,55.61,71.61,37.95
2023-01-14 21:00,1,21,Weekend,Winter,No,51.65,69.96,13.16
2023-01-14 22:00,1,22,Weekend,Winter,No,49.37,70.33,12.59
2023-01-14 23:00,1,23,Weekend,Winter,No,47.76,69.54,18.91
2023-01-15 00:00,1,0,Weekend,Winter,No,48.72,69.91,14.06
2023-01-15 01:00,1,1,Weekend,Winter,No,48.22,69.17,13.38
2023-01-15 02:00,1,2,Weekend,Winter,No,45.26,69.01,8.62
2023-01-15 03:00,1,3,Weekend,Winter,No,45.74,69.79,11.16
2023-01-15 04:00,1,4,Weekend,Winter,No,46.94,69.63,16.28
2023-01-15 05:00,1,5,Weekend,Winter,No,49.36,70.26,9.28
2023-01-15 06:00,1,6,Weekend,Winter,No,51.08,70.67,15.26
2023-01-15 07:00,1,7,Weekend,Winter,No,48.14,69.93,12.37
2023-01-15 08:00,1,8,Weekend,Winter,No,50.14,69.56,11.19
2023-01-15 09:00,1,9,Weekend,Winter,No,54.74,70.86,17.02
2023-01-15 10:00,1,10,Weekend,Winter,No,58.36,71.49,36.84
2023-01-15 11:00,1,11,Weekend,Winter,No,62.39,70.81,43.33
2023-01-15 12:00,1,12,Weekend,Winter,No,65.72,72.52,35.02
2023-01-15 13:00,1,13,Weekend,Winter,No,67.55,72.37,37.95
2023-01-15 14:00,1,14,Weekend,Winter,No,68.0,72.1,37.09
2023-01-15 15:00,1,15,Weekend,Winter,No,67.37,72.35,41.61
2023-01-15 16:00,1,16,Weekend,Winter,No,66.4,73.1,34.35
2023-01-15 17:00,1,17,Weekend,Winter,No,64.86,72.3,40.89
2023-01-15 18:00,1,18,Weekend,Winter,No,64.04,71.66,38.23
2023-01-15 19:00,1,19,Weekend,Winter,No,64.04,72.05,38.19
2023-01-15 20:00,1,20,Weekend,Winter,No,62.89,72.04,52.13
2023-01-15 21:00,1,21,Weekend,Winter,No,62.58,71.68,32.17
2023-01-15 22:00,1,22,Weekend,Winter,No,62.44,70.74,27.63
2023-01-15 23:00,1,23,Weekend,Winter,No,61.43,72.38,25.96
