Date,Month,Hour,DayType,Season,BusinessHours,Outdoor_Temp_F,Zone_Temp_F,Cooling_kWh
2023-01-02 12:00,1,12,Weekday,Winter,Yes,62.14,75.39,69.99
2023-01-02 13:00,1,13,Weekday,Winter,Yes,62.96,75.7,78.73
2023-01-02 14:00,1,14,Weekday,Winter,Yes,64.74,75.47,73.54
2023-01-02 15:00,1,15,Weekday,Winter,Yes,65.39,75.43,81.11
2023-01-02 16:00,1,16,Weekday,Winter,Yes,63.78,75.87,67.83
2023-01-02 17:00,1,17,Weekday,Winter,Yes,60.65,75.3,70.02
2023-01-02 18:00,1,18,Weekday,Winter,No,57.22,75.78,58.37
2023-01-02 19:00,1,19,Weekday,Winter,No,55.42,75.29,61.45
2023-01-02 20:00,1,20,Weekday,Winter,No,53.88,74.74,64.29
2023-01-02 21:00,1,21,Weekday,Winter,No,52.43,75.17,58.37
2023-01-02 22:00,1,22,Weekday,Winter,No,51.98,75.55,58.5
2023-01-02 23:00,1,23,Weekday,Winter,No,51.98,75.26,61.22
2023-01-03 00:00,1,0,Weekday,Winter,No,51.46,75.4,66.82
2023-01-03 01:00,1,1,Weekday,Winter,No,49.82,75.29,54.41
2023-01-03 02:00,1,2,Weekday,Winter,No,50.18,75.05,54.13
2023-01-03 03:00,1,3,Weekday,Winter,No,48.66,74.77,54.52
2023-01-03 04:00,1,4,Weekday,Winter,No,46.94,74.68,55.08
2023-01-03 05:00,1,5,Weekday,Winter,No,46.94,74.93,52.57
2023-01-03 06:00,1,6,Weekday,Winter,No,46.42,75.37,56.3
2023-01-03 07:00,1,7,Weekday,Winter,No,45.41,74.97,57.34
2023-01-03 08:00,1,8,Weekday,Winter,Yes,47.27,74.14,54.56
2023-01-03 09:00,1,9,Weekday,Winter,Yes,51.86,74.67,69.48
2023-01-03 10:00,1,10,Weekday,Winter,Yes,55.74,74.04,60.67
2023-01-03 11:00,1,11,Weekday,Winter,Yes,58.8,75.18,70.16
2023-01-03 12:00,1,12,Weekday,Winter,Yes,60.6,75.22,70.74
2023-01-03 13:00,1,13,Weekday,Winter,Yes,61.61,75.51,78.36
2023-01-03 14:00,1,14,Weekday,Winter,Yes,64.9,75.37,71.21
2023-01-03 15:00,1,15,Weekday,Winter,Yes,66.4,75.34,74.87
2023-01-03 16:00,1,16,Weekday,Winter,Yes,65.39,75.59,75.84
2023-01-03 17:00,1,17,Weekday,Winter,Yes,63.26,75.77,75.51
2023-01-03 18:00,1,18,Weekday,Winter,No,59.12,75.94,64.35
2023-01-03 19:00,1,19,Weekday,Winter,No,55.86,75.0,69.56
2023-01-03 20:00,1,20,Weekday,Winter,No,53.26,75.28,55.65
2023-01-03 21:00,1,21,Weekday,Winter,No,51.46,75.39,55.23
2023-01-03 22:00,1,22,Weekday,Winter,No,50.45,75.02,58.12
2023-01-03 23:00,1,23,Weekday,Winter,No,48.84,74.76,53.12
2023-01-04 00:00,1,0,Weekday,Winter,No,46.86,74.89,48.89
2023-01-04 01:00,1,1,Weekday,Winter,No,44.26,74.88,58.22
2023-01-04 02:00,1,2,Weekday,Winter,No,41.2,74.34,53.63
2023-01-04 03:00,1,3,Weekday,Winter,No,38.76,74.54,39.22
2023-01-04 04:00,1,4,Weekday,Winter,No,37.94,74.01,51.08
2023-01-04 05:00,1,5,Weekday,Winter,No,37.42,73.94,51.45
2023-01-04 06:00,1,6,Weekday,Winter,No,36.41,74.74,41.67
2023-01-04 07:00,1,7,Weekday,Winter,No,35.96,74.15,50.66
2023-01-04 08:00,1,8,Weekday,Winter,Yes,38.9,73.92,45.53
2023-01-04 09:00,1,9,Weekday,Winter,Yes,44.46,75.4,53.98
2023-01-04 10:00,1,10,Weekday,Winter,Yes,50.51,74.72,60.27
2023-01-04 11:00,1,11,Weekday,Winter,Yes,55.37,74.67,66.85
2023-01-04 12:00,1,12,Weekday,Winter,Yes,58.18,75.26,68.78
2023-01-04 13:00,1,13,Weekday,Winter,Yes,59.63,74.84,69.28
2023-01-04 14:00,1,14,Weekday,Winter,Yes,60.08,75.1,65.34
2023-01-04 15:00,1,15,Weekday,Winter,Yes,59.45,74.85,74.42
2023-01-04 16:00,1,16,Weekday,Winter,Yes,57.22,75.12,69.09
2023-01-04 17:00,1,17,Weekday,Winter,Yes,54.78,74.59,62.27
2023-01-04 18:00,1,18,Weekday,Winter,No,52.28,75.38,56.6
2023-01-04 19:00,1,19,Weekday,Winter,No,50.45,75.59,63.0
2023-01-04 20:00,1,20,Weekday,Winter,No,48.84,74.93,58.62
2023-01-04 21:00,1,21,Weekday,Winter,No,46.24,74.64,50.3
2023-01-04 22:00,1,22,Weekday,Winter,No,43.28,74.87,49.92
2023-01-04 23:00,1,23,Weekday,Winter,No,42.08,73.83,54.62
2023-01-05 00:00,1,0,Weekday,Winter,No,39.66,74.59,40.63
2023-01-05 01:00,1,1,Weekday,Winter,No,37.94,73.98,43.64
2023-01-05 02:00,1,2,Weekday,Winter,No,37.42,74.52,49.57
2023-01-05 03:00,1,3,Weekday,Winter,No,35.88,73.76,40.53
2023-01-05 04:00,1,4,Weekday,Winter,No,34.43,73.89,50.66
2023-01-05 05:00,1,5,Weekday,Winter,No,33.46,74.42,38.97
2023-01-05 06:00,1,6,Weekday,Winter,No,33.08,73.58,37.58
2023-01-05 07:00,1,7,Weekday,Winter,No,33.08,73.92,37.81
2023-01-05 08:00,1,8,Weekday,Winter,Yes,36.54,74.01,49.63
2023-01-05 09:00,1,9,Weekday,Winter,Yes,41.96,73.41,52.26
2023-01-05 10:00,1,10,Weekday,Winter,Yes,49.31,74.78,56.85
2023-01-05 11:00,1,11,Weekday,Winter,Yes,54.74,74.99,64.83
2023-01-05 12:00,1,12,Weekday,Winter,Yes,57.1,75.44,63.1
2023-01-05 13:00,1,13,Weekday,Winter,Yes,59.18,75.57,69.04
2023-01-05 14:00,1,14,Weekday,Winter,Yes,60.08,75.31,71.36
2023-01-05 15:00,1,15,Weekday,Winter,Yes,61.24,75.91,71.15
2023-01-05 16:00,1,16,Weekday,Winter,Yes,60.28,75.46,64.61
2023-01-05 17:00,1,17,Weekday,Winter,Yes,56.69,75.24,69.6
2023-01-05 18:00,1,18,Weekday,Winter,No,52.1,75.0,59.37
2023-01-05 19:00,1,19,Weekday,Winter,No,48.84,74.79,59.38
2023-01-05 20:00,1,20,Weekday,Winter,No,45.08,75.15,56.87
2023-01-05 21:00,1,21,Weekday,Winter,No,42.98,74.41,49.69
2023-01-05 22:00,1,22,Weekday,Winter,No,41.2,74.15,52.92
2023-01-05 23:00,1,23,Weekday,Winter,No,38.24,74.49,44.52
2023-01-06 00:00,1,0,Weekday,Winter,No,35.88,75.0,47.77
2023-01-06 01:00,1,1,Weekday,Winter,No,35.58,73.6,38.69
2023-01-06 02:00,1,2,Weekday,Winter,No,35.96,74.5,48.2
2023-01-06 03:00,1,3,Weekday,Winter,No,35.96,73.98,45.59
2023-01-06 04:00,1,4,Weekday,Winter,No,35.44,73.95,38.35
2023-01-06 05:00,1,5,Weekday,Winter,No,33.9,73.95,45.13
2023-01-06 06:00,1,6,Weekday,Winter,No,32.45,74.19,40.48
2023-01-06 07:00,1,7,Weekday,Winter,No,33.16,73.87,51.66
2023-01-06 08:00,1,8,Weekday,Winter,Yes,37.44,73.8,50.99
2023-01-06 09:00,1,9,Weekday,Winter,Yes,44.02,74.46,64.81
2023-01-06 10:00,1,10,Weekday,Winter,Yes,50.51,74.67,63.83
2023-01-06 11:00,1,11,Weekday,Winter,Yes,55.37,75.06,61.45
2023-01-06 12:00,1,12,Weekday,Winter,Yes,59.96,75.66,69.89
2023-01-06 13:00,1,13,Weekday,Winter,Yes,63.74,75.17,72.74
2023-01-06 14:00,1,14,Weekday,Winter,Yes,65.57,75.49,76.72
2023-01-06 15:00,1,15,Weekday,Winter,Yes,66.54,75.38,67.82
2023-01-06 16:00,1,16,Weekday,Winter,Yes,64.61,75.45,71.47
2023-01-06 17:00,1,17,Weekday,Winter,Yes,60.65,75.35,66.92
2023-01-06 18:00,1,18,Weekday,Winter,No,56.06,75.39,62.92
2023-01-06 19:00,1,19,Weekday,Winter,No,52.8,74.78,60.1
2023-01-06 20:00,1,20,Weekday,Winter,No,47.89,75.16,56.58
2023-01-06 21:00,1,21,Weekday,Winter,No,44.96,74.44,55.57
2023-01-06 22:00,1,22,Weekday,Winter,No,43.8,74.7,51.22
2023-01-06 23:00,1,23,Weekday,Winter,No,40.67,74.99,52.47
2023-01-07 00:00,1,0,Weekend,Winter,No,40.8,74.92,47.92
2023-01-07 01:00,1,1,Weekend,Winter,No,40.3,74.66,47.41
2023-01-07 02:00,1,2,Weekend,Winter,No,39.54,74.56,49.8
2023-01-07 03:00,1,3,Weekend,Winter,No,39.4,75.08,49.09
2023-01-07 04:00,1,4,Weekend,Winter,No,37.86,73.94,43.11
2023-01-07 05:00,1,5,Weekend,Winter,No,38.2,74.21,56.25
2023-01-07 06:00,1,6,Weekend,Winter,No,39.54,74.51,44.54
2023-01-07 07:00,1,7,Weekend,Winter,No,38.76,74.55,41.69
2023-01-07 08:00,1,8,Weekend,Winter,No,42.04,74.3,55.01
2023-01-07 09:00,1,9,Weekend,Winter,No,48.53,74.63,57.91
2023-01-07 10:00,1,10,Weekend,Winter,No,55.07,75.34,62.73
2023-01-07 11:00,1,11,Weekend,Winter,No,61.49,75.38,63.9
2023-01-07 12:00,1,12,Weekend,Winter,No,66.35,75.81,64.81
2023-01-07 13:00,1,13,Weekend,Winter,No,69.78,76.05,72.34
2023-01-07 14:00,1,14,Weekend,Winter,No,71.06,76.48,74.09
2023-01-07 15:00,1,15,Weekend,Winter,No,71.58,76.93,74.75
2023-01-07 16:00,1,16,Weekend,Winter,No,70.81,76.5,74.44
2023-01-07 17:00,1,17,Weekend,Winter,No,67.04,76.22,75.94
2023-01-07 18:00,1,18,Weekend,Winter,No,62.63,76.07,62.97
2023-01-07 19:00,1,19,Weekend,Winter,No,56.88,75.77,55.01
2023-01-07 20:00,1,20,Weekend,Winter,No,52.8,74.79,57.78
2023-01-07 21:00,1,21,Weekend,Winter,No,50.82,75.1,51.01
2023-01-07 22:00,1,22,Weekend,Winter,No,49.37,74.5,45.54
2023-01-07 23:00,1,23,Weekend,Winter,No,46.08,75.37,59.88
2023-01-08 00:00,1,0,Weekend,Winter,No,44.06,75.04,52.84
2023-01-08 01:00,1,1,Weekend,Winter,No,45.74,74.57,51.0
2023-01-08 02:00,1,2,Weekend,Winter,No,44.63,74.49,51.03
2023-01-08 03:00,1,3,Weekend,Winter,No,42.46,74.98,57.79
2023-01-08 04:00,1,4,Weekend,Winter,No,40.82,74.75,53.99
2023-01-08 05:00,1,5,Weekend,Winter,No,42.86,74.58,54.74
2023-01-08 06:00,1,6,Weekend,Winter,No,44.96,74.62,54.19
2023-01-08 07:00,1,7,Weekend,Winter,No,44.44,74.44,48.19
2023-01-08 08:00,1,8,Weekend,Winter,No,48.68,74.86,55.42
2023-01-08 09:00,1,9,Weekend,Winter,No,56.7,75.66,58.71
2023-01-08 10:00,1,10,Weekend,Winter,No,67.01,76.08,79.07
2023-01-08 11:00,1,11,Weekend,Winter,No,73.74,76.16,72.28
2023-01-08 12:00,1,12,Weekend,Winter,No,76.18,76.64,73.24
2023-01-08 13:00,1,13,Weekend,Winter,No,78.16,77.1,73.56
2023-01-08 14:00,1,14,Weekend,Winter,No,80.13,76.61,84.92
2023-01-08 15:00,1,15,Weekend,Winter,No,80.96,77.53,75.72
2023-01-08 16:00,1,16,Weekend,Winter,No,80.44,76.85,84.4
2023-01-08 17:00,1,17,Weekend,Winter,No,75.33,76.05,78.92
2023-01-08 18:00,1,18,Weekend,Winter,No,69.65,76.66,72.29
2023-01-08 19:00,1,19,Weekend,Winter,No,63.91,75.72,78.38
2023-01-08 20:00,1,20,Weekend,Winter,No,58.04,75.86,61.4
2023-01-08 21:00,1,21,Weekend,Winter,No,54.26,75.33,62.48
2023-01-08 22:00,1,22,Weekend,Winter,No,51.9,75.11,53.62
2023-01-08 23:00,1,23,Weekend,Winter,No,51.08,74.77,54.69
2023-01-09 00:00,1,0,Weekday,Winter,No,51.08,75.42,60.9
2023-01-09 01:00,1,1,Weekday,Winter,No,50.45,76.32,54.28
2023-01-09 02:00,1,2,Weekday,Winter,No,50.63,75.04,57.38
2023-01-09 03:00,1,3,Weekday,Winter,No,50.45,74.95,60.12
2023-01-09 04:00,1,4,Weekday,Winter,No,49.37,75.07,56.81
2023-01-09 05:00,1,5,Weekday,Winter,No,47.76,75.07,53.5
2023-01-09 06:00,1,6,Weekday,Winter,No,48.1,74.93,55.66
2023-01-09 07:00,1,7,Weekday,Winter,No,48.4,74.83,47.23
2023-01-09 08:00,1,8,Weekday,Winter,Yes,51.48,74.65,60.6
2023-01-09 09:00,1,9,Weekday,Winter,Yes,59.21,76.05,72.3
2023-01-09 10:00,1,10,Weekday,Winter,Yes,65.9,75.16,80.55
2023-01-09 11:00,1,11,Weekday,Winter,Yes,70.31,76.15,79.94
2023-01-09 12:00,1,12,Weekday,Winter,Yes,73.12,76.01,80.07
2023-01-09 13:00,1,13,Weekday,Winter,Yes,74.57,75.85,81.32
2023-01-09 14:00,1,14,Weekday,Winter,Yes,75.02,76.51,77.95
2023-01-09 15:00,1,15,Weekday,Winter,Yes,74.39,76.7,84.35
2023-01-09 16:00,1,16,Weekday,Winter,Yes,73.42,76.4,83.32
2023-01-09 17:00,1,17,Weekday,Winter,Yes,70.1,76.5,74.83
2023-01-09 18:00,1,18,Weekday,Winter,No,66.84,76.52,64.61
2023-01-09 19:00,1,19,Weekday,Winter,No,64.24,76.01,70.42
2023-01-09 20:00,1,20,Weekday,Winter,No,62.96,76.31,72.67
2023-01-09 21:00,1,21,Weekday,Winter,No,60.02,75.46,63.42
2023-01-09 22:00,1,22,Weekday,Winter,No,59.7,76.42,66.02
2023-01-09 23:00,1,23,Weekday,Winter,No,59.82,75.37,66.7
2023-01-10 00:00,1,0,Weekday,Winter,No,57.22,74.7,66.88
2023-01-10 01:00,1,1,Weekday,Winter,No,55.42,75.38,63.5
2023-01-10 02:00,1,2,Weekday,Winter,No,55.04,75.57,57.42
2023-01-10 03:00,1,3,Weekday,Winter,No,53.88,74.94,63.57
2023-01-10 04:00,1,4,Weekday,Winter,No,51.9,74.88,57.36
2023-01-10 05:00,1,5,Weekday,Winter,No,50.45,74.62,57.49
2023-01-10 06:00,1,6,Weekday,Winter,No,49.37,74.48,60.04
2023-01-10 07:00,1,7,Weekday,Winter,No,48.4,75.09,48.33
2023-01-10 08:00,1,8,Weekday,Winter,Yes,50.96,74.93,64.74
2023-01-10 09:00,1,9,Weekday,Winter,Yes,55.9,75.22,61.03
2023-01-10 10:00,1,10,Weekday,Winter,Yes,60.34,75.33,66.66
2023-01-10 11:00,1,11,Weekday,Winter,Yes,63.22,74.95,76.18
2023-01-10 12:00,1,12,Weekday,Winter,Yes,64.56,75.61,77.25
2023-01-10 13:00,1,13,Weekday,Winter,Yes,65.57,74.99,69.99
2023-01-10 14:00,1,14,Weekday,Winter,Yes,67.18,76.09,70.47
2023-01-10 15:00,1,15,Weekday,Winter,Yes,68.0,76.01,69.16
2023-01-10 16:00,1,16,Weekday,Winter,Yes,67.37,75.76,71.32
2023-01-10 17:00,1,17,Weekday,Winter,Yes,64.08,75.52,78.46
2023-01-10 18:00,1,18,Weekday,Winter,No,62.06,76.26,67.63
2023-01-10 19:00,1,19,Weekday,Winter,No,60.9,75.19,61.96
2023-01-10 20:00,1,20,Weekday,Winter,No,57.66,75.42,62.75
2023-01-10 21:00,1,21,Weekday,Winter,No,55.42,74.81,56.1
2023-01-10 22:00,1,22,Weekday,Winter,No,53.88,74.8,59.82
2023-01-10 23:00,1,23,Weekday,Winter,No,53.06,75.01,62.3
2023-01-11 00:00,1,0,Weekday,Winter,No,49.49,75.04,50.95
2023-01-11 01:00,1,1,Weekday,Winter,No,46.42,75.31,57.55
2023-01-11 02:00,1,2,Weekday,Winter,No,46.04,74.29,60.1
2023-01-11 03:00,1,3,Weekday,Winter,No,46.04,74.4,57.47
2023-01-11 04:00,1,4,Weekday,Winter,No,47.72,74.65,52.93
2023-01-11 05:00,1,5,Weekday,Winter,No,46.61,74.63,57.99
2023-01-11 06:00,1,6,Weekday,Winter,No,44.96,74.4,48.97
2023-01-11 07:00,1,7,Weekday,Winter,No,47.9,75.09,51.06
2023-01-11 08:00,1,8,Weekday,Winter,Yes,51.78,75.01,70.62
2023-01-11 09:00,1,9,Weekday,Winter,Yes,56.52,75.18,60.78
2023-01-11 10:00,1,10,Weekday,Winter,Yes,60.78,75.32,66.13
2023-01-11 11:00,1,11,Weekday,Winter,Yes,63.22,75.13,70.33
2023-01-11 12:00,1,12,Weekday,Winter,Yes,65.19,76.04,73.32
2023-01-11 13:00,1,13,Weekday,Winter,Yes,66.54,75.43,79.35
2023-01-11 14:00,1,14,Weekday,Winter,Yes,66.92,75.53,77.55
2023-01-11 15:00,1,15,Weekday,Winter,Yes,66.92,75.18,79.81
2023-01-11 16:00,1,16,Weekday,Winter,Yes,65.76,75.58,76.51
2023-01-11 17:00,1,17,Weekday,Winter,Yes,63.78,75.3,72.98
2023-01-11 18:00,1,18,Weekday,Winter,No,60.02,76.07,59.65
2023-01-11 19:00,1,19,Weekday,Winter,No,56.76,74.94,63.13
2023-01-11 20:00,1,20,Weekday,Winter,No,53.63,74.62,57.06
2023-01-11 21:00,1,21,Weekday,Winter,No,51.98,75.39,55.74
2023-01-11 22:00,1,22,Weekday,Winter,No,50.2,74.74,56.02
2023-01-11 23:00,1,23,Weekday,Winter,No,47.76,74.31,63.53
2023-01-12 00:00,1,0,Weekday,Winter,No,46.42,74.86,58.08
2023-01-12 01:00,1,1,Weekday,Winter,No,46.56,75.33,58.31
2023-01-12 02:00,1,2,Weekday,Winter,No,45.78,74.81,49.22
2023-01-12 03:00,1,3,Weekday,Winter,No,43.28,74.55,51.49
2023-01-12 04:00,1,4,Weekday,Winter,No,43.76,75.26,51.0
2023-01-12 05:00,1,5,Weekday,Winter,No,42.65,74.23,52.14
2023-01-12 06:00,1,6,Weekday,Winter,No,38.69,74.55,51.06
2023-01-12 07:00,1,7,Weekday,Winter,No,38.72,74.87,47.19
2023-01-12 08:00,1,8,Weekday,Winter,Yes,44.64,74.84,56.58
2023-01-12 09:00,1,9,Weekday,Winter,Yes,52.64,75.46,65.33
2023-01-12 10:00,1,10,Weekday,Winter,Yes,60.67,74.94,70.88
2023-01-12 11:00,1,11,Weekday,Winter,Yes,66.35,76.39,77.14
2023-01-12 12:00,1,12,Weekday,Winter,Yes,69.78,75.85,65.77
2023-01-12 13:00,1,13,Weekday,Winter,Yes,71.58,76.31,74.25
2023-01-12 14:00,1,14,Weekday,Winter,Yes,71.96,76.11,77.89
2023-01-12 15:00,1,15,Weekday,Winter,Yes,72.59,75.95,74.97
2023-01-12 16:00,1,16,Weekday,Winter,Yes,73.04,75.66,75.04
2023-01-12 17:00,1,17,Weekday,Winter,Yes,69.47,76.77,66.19
2023-01-12 18:00,1,18,Weekday,Winter,No,65.24,75.29,72.14
2023-01-12 19:00,1,19,Weekday,Winter,No,58.79,75.13,62.88
2023-01-12 20:00,1,20,Weekday,Winter,No,54.41,75.59,56.9
2023-01-12 21:00,1,21,Weekday,Winter,No,53.43,74.46,66.68
2023-01-12 22:00,1,22,Weekday,Winter,No,50.64,74.38,55.65
2023-01-12 23:00,1,23,Weekday,Winter,No,47.76,74.24,58.6
2023-01-13 00:00,1,0,Weekday,Winter,No,45.78,75.12,54.46
2023-01-13 01:00,1,1,Weekday,Winter,No,44.96,75.31,55.34
2023-01-13 02:00,1,2,Weekday,Winter,No,44.96,74.37,44.66
2023-01-13 03:00,1,3,Weekday,Winter,No,44.44,74.12,51.77
2023-01-13 04:00,1,4,Weekday,Winter,No,42.9,73.69,49.39
2023-01-13 05:00,1,5,Weekday,Winter,No,42.08,73.99,53.25
2023-01-13 06:00,1,6,Weekday,Winter,No,40.82,73.64,60.61
2023-01-13 07:00,1,7,Weekday,Winter,No,39.92,73.94,54.83
2023-01-13 08:00,1,8,Weekday,Winter,Yes,44.02,74.93,60.76
2023-01-13 09:00,1,9,Weekday,Winter,Yes,50.51,74.51,55.0
2023-01-13 10:00,1,10,Weekday,Winter,Yes,56.52,76.02,66.7
2023-01-13 11:00,1,11,Weekday,Winter,Yes,61.94,75.05,69.33
2023-01-13 12:00,1,12,Weekday,Winter,Yes,66.35,75.39,68.22
2023-01-13 13:00,1,13,Weekday,Winter,Yes,69.16,76.71,77.5
2023-01-13 14:00,1,14,Weekday,Winter,Yes,71.14,76.65,81.86
2023-01-13 15:00,1,15,Weekday,Winter,Yes,71.44,75.98,79.4
2023-01-13 16:00,1,16,Weekday,Winter,Yes,69.9,75.88,80.5
2023-01-13 17:00,1,17,Weekday,Winter,Yes,66.14,75.45,79.13
2023-01-13 18:00,1,18,Weekday,Winter,No,61.1,75.81,64.59
2023-01-13 19:00,1,19,Weekday,Winter,No,57.85,75.44,71.26
2023-01-13 20:00,1,20,Weekday,Winter,No,52.92,75.25,55.96
2023-01-13 21:00,1,21,Weekday,Winter,No,48.22,74.52,54.65
2023-01-13 22:00,1,22,Weekday,Winter,No,45.78,75.09,53.33
2023-01-13 23:00,1,23,Weekday,Winter,No,43.28,74.86,49.73
2023-01-14 00:00,1,0,Weekend,Winter,No,42.08,74.25,44.5
2023-01-14 01:00,1,1,Weekend,Winter,No,40.82,73.87,53.71
2023-01-14 02:00,1,2,Weekend,Winter,No,40.55,74.66,56.67
2023-01-14 03:00,1,3,Weekend,Winter,No,41.0,74.76,51.63
2023-01-14 04:00,1,4,Weekend,Winter,No,41.0,74.84,50.08
2023-01-14 05:00,1,5,Weekend,Winter,No,41.0,74.81,48.15
2023-01-14 06:00,1,6,Weekend,Winter,No,41.0,74.55,51.46
2023-01-14 07:00,1,7,Weekend,Winter,No,41.63,74.06,52.48
2023-01-14 08:00,1,8,Weekend,Winter,No,44.92,74.75,52.11
2023-01-14 09:00,1,9,Weekend,Winter,No,51.66,74.13,55.95
2023-01-14 10:00,1,10,Weekend,Winter,No,59.14,75.74,54.28
2023-01-14 11:00,1,11,Weekend,Winter,No,64.9,76.17,69.09
2023-01-14 12:00,1,12,Weekend,Winter,No,69.34,76.0,78.49
2023-01-14 13:00,1,13,Weekend,Winter,No,73.37,76.19,76.41
2023-01-14 14:00,1,14,Weekend,Winter,No,75.02,76.49,71.35
2023-01-14 15:00,1,15,Weekend,Winter,No,75.02,76.64,74.23
2023-01-14 16:00,1,16,Weekend,Winter,No,74.39,76.5,70.6
2023-01-14 17:00,1,17,Weekend,Winter,No,71.1,75.74,66.03
2023-01-14 18:00,1,18,Weekend,Winter,No,66.14,76.12,76.27
2023-01-14 19:00,1,19,Weekend,Winter,No,60.47,75.83,66.28
2023-01-14 20:00,1,20,Weekend,Winter,No,55.61,75.08,63.45
2023-01-14 21:00,1,21,Weekend,Winter,No,51.65,75.21,49.53
2023-01-14 22:00,1,22,Weekend,Winter,No,49.37,75.11,58.66
2023-01-14 23:00,1,23,Weekend,Winter,No,47.76,74.76,57.96
2023-01-15 00:00,1,0,Weekend,Winter,No,48.72,75.35,60.96
2023-01-15 01:00,1,1,Weekend,Winter,No,48.22,75.64,51.35
2023-01-15 02:00,1,2,Weekend,Winter,No,45.26,74.66,47.99
2023-01-15 03:00,1,3,Weekend,Winter,No,45.74,74.71,58.61
2023-01-15 04:00,1,4,Weekend,Winter,No,46.94,74.82,57.07
2023-01-15 05:00,1,5,Weekend,Winter,No,49.36,75.47,55.28
2023-01-15 06:00,1,6,Weekend,Winter,No,51.08,75.56,60.91
2023-01-15 07:00,1,7,Weekend,Winter,No,48.14,74.55,62.51
2023-01-15 08:00,1,8,Weekend,Winter,No,50.14,74.51,58.34
2023-01-15 09:00,1,9,Weekend,Winter,No,54.74,75.02,63.01
2023-01-15 10:00,1,10,Weekend,Winter,No,58.36,74.84,67.62
2023-01-15 11:00,1,11,Weekend,Winter,No,62.39,75.3,70.14
2023-01-15 12:00,1,12,Weekend,Winter,No,65.72,76.09,69.33
2023-01-15 13:00,1,13,Weekend,Winter,No,67.55,76.03,71.73
2023-01-15 14:00,1,14,Weekend,Winter,No,68.0,76.05,64.22
2023-01-15 15:00,1,15,Weekend,Winter,No,67.37,76.61,65.99
2023-01-15 16:00,1,16,Weekend,Winter,No,66.4,75.63,80.85
2023-01-15 17:00,1,17,Weekend,Winter,No,64.86,76.06,66.73
2023-01-15 18:00,1,18,Weekend,Winter,No,64.04,75.72,61.65
2023-01-15 19:00,1,19,Weekend,Winter,No,64.04,76.16,73.91
2023-01-15 20:00,1,20,Weekend,Winter,No,62.89,76.09,74.77
2023-01-15 21:00,1,21,Weekend,Winter,No,62.58,75.37,62.06
2023-01-15 22:00,1,22,Weekend,Winter,No,62.44,76.24,67.34
2023-01-15 23:00,1,23,Weekend,Winter,No,61.43,75.99,65.49
